city,colors,shape,state,time
Bristol,,disk,VA,1/15/1960 22:00
St. Paul,,cigar,MN,2/1/1960 22:15
Hartwell,,cigar,GA,2/1/1960 23:00
Winston-Salem,,cigar,NC,2/18/1960 21:00
Houston,,triangle,TX,3/12/1960 23:00
Houston,,other,TX,4/1/1960 21:00
Tucson,,light,AZ,5/1/1960 20:00
Schenectady,,,NY,5/15/1960 0:00
Terre Haute,,other,IN,5/15/1960 18:00
Great Bend,,other,KS,6/1/1960 0:00
Salt Lake City,,disk,UT,6/1/1960 0:00
Seattle,GREEN,oval,WA,6/1/1960 0:00
Yakima,,other,WA,6/1/1960 2:30
Palmdale,,disk,CA,6/1/1960 12:00
Sacramento,,cigar,CA,6/1/1960 12:00
Chadd's Ford,,cylinder,PA,6/1/1960 13:00
New Jersey,,cigar,NJ,6/1/1960 13:00
Watervliet,,disk,MI,6/1/1960 18:00
Vassalboro,,oval,ME,6/1/1960 20:00
Silverfdale,,various,WA,6/1/1960 22:00
Santa Ana,,disk,CA,6/3/1960 18:00
Cape Canaveral,,fireball,FL,6/6/1960 12:00
Philadelphia,,sphere,PA,6/10/1960 18:00
Barstow-Baker,,disk,CA,6/11/1960 2:00
Great Falls,,formation,MT,6/12/1960 14:30
Quincy,,disk,CA,6/13/1960 2:00
Baltimore,,other,MD,6/15/1960 21:00
Kansas City,,disk,KS,6/15/1960 21:45
Chicago,,oval,IL,6/18/1960 23:00
East Bernstadt,,disk,KY,6/21/1960 14:00
Albertson,,,NY,6/30/1960 0:00
Litchfield,,other,PA,6/30/1960 12:00
Portland,,disk,OR,6/30/1960 20:30
,,disk,NV,7/1/1960 12:00
Stevens,,other,MN,7/1/1960 12:00
Portland,,,OR,7/1/1960 20:00
New Berlin,,circle,WI,7/4/1960 21:30
Springdale,,formation,AR,7/7/1960 22:00
La Verne,ORANGE YELLOW,circle,CA,7/15/1960 1:00
Pacific Coast Highway,,,CA,7/15/1960 10:00
Goldsboro,,sphere,NC,7/15/1960 16:00
Amarillo,,diamond,TX,7/15/1960 21:00
Upland,,circle,CA,7/30/1960 21:00
Allentown,,cylinder,PA,8/1/1960 12:00
Taftville,,disk,CT,8/1/1960 15:00
Boston,,disk,MA,8/1/1960 18:00
Carteret,,cigar,NJ,8/1/1960 18:00
Crystal,,circle,WI,8/1/1960 23:00
Cherokee,,fireball,NC,8/2/1960 23:00
Belmont,,circle,NY,8/10/1960 1:00
Watchung,RED,cigar,NJ,8/10/1960 18:00
Cottonwood,,,WA,8/13/1960 19:00
Saugus,,circle,MA,8/15/1960 15:00
Framingham,,oval,MA,8/15/1960 16:00
Long Beach,,other,CA,8/17/1960 21:10
Pittsburgh,,sphere,PA,8/20/1960 21:30
Dickinson,,circle,ND,8/28/1960 21:00
Buffalo,,oval,NY,9/5/1960 21:00
Wichita,,oval,KS,9/10/1960 10:00
Kingsport,ORANGE,circle,TN,9/15/1960 19:00
Seattle,,disk,WA,9/15/1960 20:30
Susanville,,,CA,9/15/1960 21:00
Kaneohe,,light,HI,10/10/1960 20:00
Burnsville,,,MN,10/18/1960 0:00
Westbury,,disk,NY,11/2/1960 18:00
Sumner,,sphere,WA,11/11/1960 2:00
Kansas City,,,KS,11/15/1960 22:00
Santa Clara,,circle,CA,1/1/1961 12:00
Kendallville,,circle,IN,1/1/1961 13:00
Lancaster,,disk,CA,2/2/1961 1:00
Panhandle,,diamond,TX,2/22/1961 20:00
McGuire AFB,RED GREEN,sphere,NJ,3/12/1961 21:00
New York City,,cross,NY,3/29/1961 0:00
Shenandoah,,light,PA,4/1/1961 20:00
Altus,,circle,OK,4/15/1961 21:00
Auburn,,cigar,WA,5/1/1961 22:00
Parris Island,,various,SC,5/15/1961 4:00
Alpine,,disk,UT,6/1/1961 0:00
no data,,teardrop,NY,6/1/1961 18:00
Opa Locka,,other,FL,6/1/1961 18:00
Carrollton,,,TX,6/10/1961 19:30
Huntsville,,triangle,AL,6/15/1961 12:00
Richardson,GREEN,light,TX,6/15/1961 15:00
Frederick,,light,OK,6/15/1961 20:30
Chicago,,disk,IL,6/17/1961 19:00
Webster Groves,,circle,MO,6/20/1961 0:00
Dallas,,disk,GA,6/22/1961 0:00
Greensboro,,cigar,NC,6/30/1961 8:00
Orlando,,disk,FL,6/30/1961 15:00
La Mirada,ORANGE,cigar,CA,6/30/1961 19:00
Rotan,,sphere,TX,6/30/1961 22:00
Lawrenceville,,circle,GA,7/1/1961 21:00
West Haven,,light,CT,7/8/1961 21:00
Sapulpa,,,OK,7/15/1961 1:00
Gettysburg,,cigar,PA,7/15/1961 11:00
Mount Hope,,,WV,7/15/1961 23:00
Newberg,,egg,OR,7/15/1961 23:30
Arlington Heights,,disk,IL,7/16/1961 19:50
Mill Valley,,disk,CA,8/1/1961 0:00
Glenshaw,,disk,PA,8/5/1961 21:15
Pittsburgh,,sphere,PA,8/5/1961 23:00
Palatine,ORANGE,disk,IL,8/9/1961 20:00
New York City,,disk,NY,8/15/1961 19:00
Evendale,,,OH,8/30/1961 0:00
Fort Benning,,disk,GA,9/1/1961 18:46
Toledo,,light,OH,9/1/1961 20:30
Wahoo,,egg,NE,9/15/1961 20:00
Toledo,,sphere,OH,10/1/1961 3:00
Tulsa,,disk,OK,10/1/1961 3:30
Nashville,,disk,TN,10/1/1961 19:00
Graham,,triangle,NC,10/1/1961 22:00
Bristol,,sphere,TN,10/10/1961 19:00
Indialantic,,oval,FL,10/15/1961 18:00
Bakersfield,RED,circle,CA,11/11/1961 23:00
Leesville,,flash,SC,11/26/1961 10:00
Bartow,,sphere,FL,12/17/1961 21:00
Forestburg,,sphere,TX,12/26/1961 20:00
Key West,,sphere,FL,1/1/1962 8:00
Fayetteville,,circle,NC,2/19/1962 21:00
Snohomish,,diamond,WA,3/1/1962 8:00
Wendover,,disk,UT,3/3/1962 3:00
Clayton,,,NC,3/8/1962 21:00
Camden,,sphere,OH,3/15/1962 10:00
Shenandoah,YELLOW,light,PA,3/31/1962 21:00
Huntingdon,GREEN,,GA,4/15/1962 21:00
Acoma,,cylinder,NM,5/15/1962 21:00
Toms River,,disk,NJ,5/15/1962 21:00
Pittsburg,RED,various,OK,5/15/1962 21:30
Whitehouse,,light,NJ,5/20/1962 23:00
Garland,,disk,TX,5/30/1962 20:00
Bartlesville,,,OK,6/1/1962 0:00
Charleston,,disk,SC,6/1/1962 12:00
Ellwood City,,disk,PA,6/1/1962 12:00
Liberty Homes,,sphere,SC,6/1/1962 12:00
San Francisco,,circle,CA,6/1/1962 19:00
Aurora,,light,CO,6/1/1962 20:00
Benton,,disk,IL,6/1/1962 21:30
Lempster,,circle,NH,6/14/1962 19:45
Castle Rock,,sphere,WA,6/15/1962 0:00
Lawrence County,,disk,IL,6/15/1962 19:30
Booneville,,disk,NC,6/15/1962 20:00
IL,,disk,IL,6/15/1962 21:30
Joyce,,other,WA,6/16/1962 23:30
Ossining,,,NY,6/25/1962 2:00
Orlando,,sphere,FL,6/30/1962 0:00
Granada Hills,,sphere,CA,6/30/1962 2:00
Cadiz,,,CA,6/30/1962 7:00
Royal Oak,,disk,MI,6/30/1962 17:30
Bethpage,,triangle,NY,6/30/1962 18:00
Bay Area,,disk,CA,6/30/1962 19:00
Miami,,oval,FL,7/1/1962 0:00
Chicago,,disk,IL,7/1/1962 22:00
Seattle,,other,WA,7/1/1962 22:00
Spearman,,,TX,7/4/1962 21:00
Lindsay,,cylinder,OK,7/7/1962 2:00
Tannersville,,light,NY,7/10/1962 10:00
Avon-by-the-Sea,ORANGE,various,NJ,7/15/1962 2:00
Chicago,,other,IL,7/15/1962 19:00
East Windsor,ORANGE,circle,CT,7/15/1962 21:00
Frankfort,,oval,MI,7/15/1962 21:00
Mentor,,disk,OH,7/15/1962 21:00
Sunrise Beach,,cylinder,MO,7/15/1962 23:00
Burkesville,,disk,KY,7/20/1962 18:00
Springdale,,light,AR,7/20/1962 21:00
Rensselaer,,other,NY,7/24/1962 12:00
Savannah,,disk,GA,8/1/1962 15:00
Beaverton,,triangle,OR,8/1/1962 19:30
Ship's Bottom,,,NJ,8/1/1962 23:00
Lodi,RED,other,OH,8/8/1962 14:00
Wellington,,,KS,8/10/1962 15:00
Denver,,disk,CO,8/15/1962 17:30
Nenana,,oval,AK,8/15/1962 19:00
Ann Arbor,,disk,MI,8/15/1962 20:00
Haverhill,,disk,MA,8/16/1962 12:00
San Juan Island,,disk,WA,9/1/1962 12:00
Seattle,,circle,WA,9/1/1962 12:00
Hopewell,,light,VA,9/1/1962 15:00
St. Louis,,sphere,MO,9/4/1962 15:30
Wisconsin,ORANGE,disk,WI,9/14/1962 17:30
Severn,,,NC,9/15/1962 14:00
Island Beach State Park,,disk,NJ,9/15/1962 18:00
Savannah,,oval,GA,9/29/1962 22:00
Ft. Lee,,,VA,10/15/1962 0:00
Chicago,,other,IL,10/15/1962 22:30
Valparaiso,,cigar,FL,11/1/1962 18:00
Pharr,,chevron,TX,11/9/1962 20:30
Alameda Naval Air Station,,,CA,11/15/1962 14:00
Runge,,sphere,TX,11/15/1962 21:00
New York City,,cigar,NY,12/21/1962 23:21
Markleville,,disk,CA,1/1/1963 10:00
Helena,,diamond,MT,1/1/1963 22:00
Holyoke,,disk,MA,1/20/1963 22:00
Cape May Court House,,,NJ,2/21/1963 21:30
Husten,,,TX,2/23/1963 11:30
Normandy Park,,cylinder,WA,3/15/1963 13:00
Great Lakes,,disk,IL,3/15/1963 17:30
Tucson,,triangle,AZ,4/1/1963 7:00
Vero Beach,,disk,FL,4/7/1963 20:00
Russellton,,sphere,PA,4/10/1963 0:00
Lompoc,,disk,CA,4/15/1963 19:30
Alexandria,RED,light,VA,4/20/1963 17:00
Lynn,,disk,MA,5/7/1963 3:00
New York City,,other,NY,5/15/1963 7:00
Towson,,oval,MD,5/15/1963 14:00
Tishimingo,,various,OK,5/15/1963 22:00
Emporia,,rectangle,KS,5/30/1963 17:30
Cocoa,,,FL,6/1/1963 0:00
Houston,,,TX,6/1/1963 0:00
San Francisco,,disk,CA,6/1/1963 0:00
St. Louis County,,cigar,MO,6/1/1963 2:00
Williamsport,RED,other,MD,6/1/1963 8:00
Gonzales,,cigar,TX,6/1/1963 8:30
Albemarle,,disk,NC,6/1/1963 11:00
Houston,,cigar,TX,6/1/1963 12:00
Kirksey,,triangle,KY,6/1/1963 13:00
Waukegan,,formation,IL,6/1/1963 16:00
Royal Oak,RED,triangle,MI,6/1/1963 18:00
Laguna Beach,,light,CA,6/1/1963 20:00
Rodeo,,sphere,CA,6/1/1963 21:00
Big Kandiyohi Lake,,light,MN,6/1/1963 22:00
Colorado Springs,,disk,CO,6/1/1963 23:00
Fort Collins,,cigar,CO,6/10/1963 3:00
Menasha,,circle,WI,6/11/1963 11:00
Hollywood,,disk,FL,6/15/1963 1:00
Milford,,other,CT,6/15/1963 3:00
Washougal,,,WA,6/15/1963 3:33
North St. Paul,,disk,MN,6/15/1963 11:30
Jonesboro,,cigar,AR,6/15/1963 18:00
Sacramento,,cylinder,CA,6/15/1963 18:15
Newaygo,,sphere,MI,6/15/1963 19:00
Trion,,circle,GA,6/15/1963 21:00
Newburgh,,other,NY,6/15/1963 22:00
Mansfield,,light,CT,6/27/1963 19:00
Johnstown,,rectangle,PA,6/30/1963 0:00
Zebulon,,other,NC,6/30/1963 0:00
Newark,,disk,TX,6/30/1963 6:00
Salt Lake City,,disk,UT,6/30/1963 13:00
Anaheim,,disk,CA,6/30/1963 14:00
New York City,,oval,NY,7/1/1963 16:00
Jonesboro,,disk,AR,7/1/1963 18:00
Lincoln,,other,MO,7/1/1963 21:00
Lincoln,,other,MO,7/1/1963 21:12
Tucson,,other,AZ,7/2/1963 19:30
East Vassalboro,ORANGE,triangle,ME,7/3/1963 21:00
Evanston,,disk,IL,7/10/1963 20:00
Albert Lea,BLUE,oval,MN,7/11/1963 20:00
Hornell,,,NY,7/14/1963 21:30
Mantua,,circle,NJ,7/15/1963 0:00
Weingarten,,disk,MO,7/15/1963 0:00
Kimberling City,,disk,MO,7/15/1963 10:30
Great Lakes,,disk,IL,7/15/1963 18:00
Great Lakes,,circle,IL,7/15/1963 21:00
Virginia Beach,,circle,VA,7/15/1963 21:00
Oklahoma City,,light,OK,7/15/1963 22:00
Santa Ana,,light,CA,7/15/1963 22:30
Portland,,sphere,OR,7/15/1963 23:00
Boston,,triangle,MA,7/17/1963 9:00
Tupelo,,disk,MS,7/20/1963 19:30
Amsterdam,,disk,NY,8/1/1963 2:00
Compton,,light,CA,8/1/1963 22:00
Wenatchee,,formation,WA,8/1/1963 22:00
Fresno,,other,CA,8/10/1963 22:00
Riverside,,disk,OH,8/12/1963 21:00
Claycomo,,,MO,8/15/1963 6:00
Camas,,,WA,8/20/1963 2:30
Broadalbin,,light,NY,8/23/1963 22:00
Belchertown,BLUE,,MA,8/25/1963 22:00
New York City,,circle,NY,10/3/1963 21:00
Millington,,disk,NJ,10/4/1963 0:00
Prince George,,disk,VA,10/4/1963 19:10
Laurel,,oval,MS,10/9/1963 21:30
Danville,,disk,IN,10/20/1963 19:00
Engelwood Cliffs,,,NJ,11/1/1963 0:00
Rome,,oval,GA,12/10/1963 23:00
El Cerrito,,fireball,CA,1/10/1964 20:00
Omaha,,sphere,NE,1/25/1964 20:30
Bristow,,,OK,3/1/1964 20:00
Cherry Valley,,circle,CA,3/29/1964 21:00
Fries,,cylinder,VA,3/30/1964 13:00
Miami,,other,FL,4/3/1964 18:00
Valley Station,,other,KY,4/15/1964 19:00
Bancroft,,light,MI,4/15/1964 20:30
Seattle,,disk,WA,4/15/1964 22:00
Orangevale,,light,CA,5/1/1964 22:00
Rangely,,,CO,5/5/1964 1:00
Pineville,,,KY,5/10/1964 2:00
Hardwick,,disk,VT,5/15/1964 10:15
Texarkana,,disk,AR,5/15/1964 12:00
Covina,,cigar,CA,5/15/1964 15:00
Covina,,cigar,CA,5/15/1964 15:00
Walden,,cigar,VT,5/15/1964 19:30
Cave Springs,,,GA,5/16/1964 8:00
Haltom City,,light,TX,6/1/1964 4:30
Sallisaw,,light,OK,6/1/1964 15:00
Butler,,,PA,6/1/1964 16:00
Los Angeles,,disk,CA,6/1/1964 20:00
North Yakima,BLUE,circle,WA,6/1/1964 21:30
New York City,,disk,NY,6/5/1964 10:00
Baltimore,,sphere,MD,6/9/1964 21:00
Montrose,BLUE,light,CO,6/10/1964 3:00
Chicago,ORANGE,circle,IL,6/10/1964 22:00
Auburndale,,circle,MA,6/11/1964 20:15
Dedham,,circle,MA,6/11/1964 21:40
Reno,,disk,NV,6/14/1964 13:00
Winnamucca,,light,NV,6/15/1964 1:00
Miami,,light,FL,6/15/1964 6:00
Great Falls,,sphere,MT,6/15/1964 11:00
Tulsa,,circle,OK,6/15/1964 13:00
Milan,RED,sphere,TN,6/15/1964 21:00
Anchorville,,disk,MI,6/15/1964 21:30
Marble Falls,,light,TX,6/15/1964 22:00
Destrehan,,light,LA,6/15/1964 23:00
Tucson,,triangle,AZ,6/19/1964 20:00
Thompson,,disk,GA,6/22/1964 14:00
Alexandria,RED,disk,VA,6/28/1964 21:00
Atlanta,,various,GA,6/29/1964 21:50
Ontonagon,,rectangle,MI,6/30/1964 1:00
Hoquiam,,other,WA,6/30/1964 14:00
Ft. Wayne,,triangle,IN,6/30/1964 18:00
Lewistown,,other,IL,6/30/1964 21:30
Paloma,ORANGE,other,CA,6/30/1964 22:00
Laurel Springs,,other,NJ,7/1/1964 12:00
Omaha,,disk,NE,7/1/1964 20:00
Wautoma,,light,WI,7/7/1964 21:30
no data,,light,PA,7/8/1964 0:00
Chicago,,disk,IL,7/9/1964 22:30
Defiance,,light,OH,7/10/1964 22:00
Drew,,circle,OR,7/12/1964 12:00
Hamilton,RED,oval,MT,7/14/1964 13:00
Dayton,,disk,OH,7/15/1964 8:00
Brunswick,,formation,GA,7/15/1964 12:00
Washington,,other,MO,7/15/1964 15:00
Fishersville,,fireball,VA,7/15/1964 19:00
Las Vegas,,circle,NV,7/15/1964 23:00
Rosebush,,,MI,7/16/1964 1:00
New Jersey,,light,NJ,7/20/1964 20:00
Holden,,light,MA,7/31/1964 22:00
Stonington,,disk,CT,8/1/1964 6:00
Chicago,,formation,IL,8/1/1964 9:30
Duquesne,,cigar,PA,8/1/1964 15:00
Samuel-,,fireball,KY,8/1/1964 19:30
Charlestown,,light,RI,8/1/1964 20:00
Morro Bay,,triangle,CA,8/1/1964 21:00
Boston,,circle,MA,8/4/1964 9:30
Bonfield,,diamond,IL,8/12/1964 0:00
Taylorville,,disk,IL,8/13/1964 23:30
Portland,,circle,ME,8/14/1964 23:00
St. Louis,,fireball,MO,8/15/1964 20:00
Atlantic Ocean,,cigar,VA,8/15/1964 21:00
Los Angeles,,cross,CA,8/20/1964 13:00
St. Petersburg,,,FL,8/20/1964 22:45
Florence,,disk,AL,8/22/1964 18:40
Oxen Hill,,oval,MD,9/1/1964 20:00
East Hartford,,fireball,CT,9/1/1964 20:30
New York City,,disk,NY,9/5/1964 21:00
Spartanburg,,disk,SC,9/10/1964 22:00
Crescent Junction,,disk,UT,9/15/1964 2:00
Arcade,,disk,NY,9/15/1964 20:00
Yakima,,disk,WA,9/15/1964 21:00
Cowpens,,disk,SC,9/15/1964 22:00
Monterey,,disk,CA,9/15/1964 22:30
Chicago,,sphere,IL,9/20/1964 20:00
Mt. Prospect,,disk,IL,9/25/1964 19:00
Mt. Prospect,,disk,IL,9/25/1964 19:00
Wilmington,,,DE,9/30/1964 0:00
Terrebonne,,cigar,OR,10/5/1964 16:45
Bettendorf,,other,TX,10/14/1964 2:00
Columbus,,cigar,OH,10/15/1964 0:00
New Iberia,,circle,LA,10/20/1964 12:00
Detroit,,circle,MI,10/20/1964 21:00
Cotullia,,sphere,TX,11/1/1964 18:00
Glen Allen,,disk,VA,11/12/1964 20:00
Memphis,,circle,TN,11/15/1964 22:00
Memphis,,sphere,TN,11/15/1964 22:00
Memphis,,circle,TN,11/22/1964 22:00
Mokena,,light,IL,1/1/1965 17:00
Conway,,light,AR,1/1/1965 20:00
St. Ansgar,,fireball,IA,1/1/1965 20:00
Indianapolis,,circle,IN,2/1/1965 7:30
Seattle,,sphere,WA,2/2/1965 6:00
Chicago,,oval,IL,2/15/1965 17:00
Metairie,,circle,LA,2/16/1965 21:00
Jonesboro,BLUE,disk,GA,3/15/1965 14:00
Waterville,,egg,ME,3/15/1965 17:00
Austin,,,TX,4/1/1965 5:30
Schertz,,disk,TX,4/1/1965 15:30
Nesquehoning,,triangle,PA,4/1/1965 22:30
Daytona Beach,,cigar,FL,4/14/1965 23:00
Tampa,,disk,FL,4/15/1965 12:00
Orlando,,disk,FL,4/20/1965 19:00
Newtown Square,,triangle,PA,4/28/1965 0:00
Guernsey,,sphere,WY,5/1/1965 13:00
York County,,oval,PA,5/1/1965 15:30
Appelton,,disk,WI,5/1/1965 16:30
St. Louis County,,cigar,MO,5/5/1965 5:35
Scotland,,other,AR,5/5/1965 17:00
Massapequa Park,,oval,NY,5/12/1965 21:00
Burlington,,disk,WA,5/15/1965 7:30
Gadsden,,sphere,AL,5/15/1965 14:00
La Mesa,,disk,CA,5/15/1965 15:00
Shasta Lake,,disk,CA,5/31/1965 13:00
Norman,,disk,OK,6/1/1965 0:00
St. Louis,,sphere,MO,6/1/1965 1:00
Deming,,disk,NM,6/1/1965 5:00
Laconia,ORANGE,cylinder,NH,6/1/1965 9:00
Marathon,,disk,WI,6/1/1965 11:00
Knobnoster,,oval,MO,6/1/1965 12:00
Long Beach,,cylinder,CA,6/1/1965 13:00
Scottsville,,light,KY,6/1/1965 13:00
Lakewood,,disk,OH,6/1/1965 15:00
Newport,,light,NH,6/1/1965 19:00
Chicago,,light,IL,6/1/1965 20:00
Fallon,,,NV,6/1/1965 20:00
Miami,,oval,FL,6/1/1965 20:00
Rochester,,sphere,NY,6/1/1965 21:00
San Lorenzo,,light,CA,6/1/1965 21:00
Toledo,,sphere,OH,6/1/1965 21:00
Caliham,,light,TX,6/6/1965 2:45
College Park,,circle,GA,6/6/1965 17:00
Rustburg,,light,VA,6/8/1965 21:00
Whittier,,other,CA,6/15/1965 0:00
Woodland HIlls,,circle,CA,6/15/1965 3:30
West Corners,,other,NY,6/15/1965 9:00
Glenvil,,,NE,6/15/1965 10:00
Thomson,,circle,GA,6/15/1965 10:00
Hurley,,chevron,MO,6/15/1965 12:30
New Kensington,,disk,PA,6/15/1965 19:00
Utica,,disk,MI,6/15/1965 19:00
Mesquite,,oval,TX,6/15/1965 20:00
Oklahoma City,,sphere,OK,6/15/1965 20:00
St. Petersburg,,,FL,6/15/1965 20:00
St. Marys,,disk,WV,6/15/1965 20:15
Medford,,oval,MA,6/15/1965 21:00
Delano,,formation,CA,6/15/1965 23:00
Pottstown,,other,PA,6/15/1965 23:00
Wellington,,,KS,6/15/1965 23:00
Albuquerque,GREEN,disk,NM,6/20/1965 2:00
Portland,,disk,OR,6/25/1965 13:00
Philadelphia,YELLOW,cigar,PA,6/25/1965 15:00
Vassalboro,,disk,ME,6/28/1965 0:00
Cadotte Pass,,,MT,6/30/1965 0:00
Colville,,flash,WA,6/30/1965 0:00
Tampa,,,FL,6/30/1965 2:00
Montgomery,,disk,AL,6/30/1965 3:00
Brentwood,,,NY,6/30/1965 14:00
Mount Shasta,BLUE,cigar,CA,6/30/1965 14:00
Ocala,,cigar,FL,6/30/1965 15:00
Elkins,,disk,AR,6/30/1965 19:00
Chesapeake,,egg,VA,6/30/1965 20:00
Blasdell,,oval,NY,6/30/1965 21:00
Otisville,,,NY,6/30/1965 22:00
Fountain Valley,ORANGE,sphere,CA,6/30/1965 23:00
Ringwood,,disk,NJ,7/1/1965 12:00
Mt. Vernon,,disk,IL,7/1/1965 17:00
Moberly,,light,MO,7/1/1965 21:00
New Orleans,,,LA,7/1/1965 22:00
Narragansett,,egg,RI,7/2/1965 22:30
Panama City Beach,,fireball,FL,7/4/1965 19:00
Hains Falls,,light,NY,7/4/1965 20:00
Winnemucca,,light,NV,7/6/1965 0:00
Waterford,,various,MI,7/6/1965 23:00
Hudson,,light,MA,7/7/1965 21:00
Oak Park,,,IL,7/7/1965 22:30
San Fernando,,other,CA,7/10/1965 20:00
Fayetteville,GREEN,circle,NC,7/12/1965 2:15
Los Angeles,RED BLUE,cigar,CA,7/12/1965 18:30
Tehachapi,,triangle,CA,7/15/1965 0:30
Jackson,,rectangle,MI,7/15/1965 6:30
San Gabriel,RED BLUE,oval,TX,7/15/1965 14:00
Sistersville,,fireball,WV,7/15/1965 14:00
Westbury,,egg,NY,7/15/1965 15:00
Nyona Lake,,cigar,IN,7/15/1965 16:00
Hornick,ORANGE,fireball,IA,7/15/1965 18:00
Stoughton,,light,WI,7/15/1965 18:00
Whitesburg,,light,KY,7/15/1965 21:00
Aurora,RED,sphere,OH,7/15/1965 22:00
Mansfield,,disk,OH,7/15/1965 22:00
Pittsfield,,disk,MA,7/15/1965 22:00
Pulaski,,fireball,VA,7/20/1965 3:00
Harrisburg,,oval,PA,7/20/1965 19:00
Santa Ana,,circle,CA,7/20/1965 20:30
Portland,ORANGE,disk,OR,7/20/1965 23:45
Highland,,sphere,MI,7/24/1965 13:00
Concord,,,CA,7/25/1965 20:00
Norwalk,,light,OH,7/27/1965 12:30
Old Lyme,,oval,CT,7/30/1965 23:00
Pell Lake,,egg,WI,7/31/1965 22:00
Wilson,,disk,NC,8/1/1965 0:00
Potter,,,NE,8/1/1965 1:30
St. Louis,,sphere,MO,8/1/1965 16:00
Virden,,sphere,IL,8/1/1965 18:00
Pearland,,light,TX,8/1/1965 23:00
Pittsburgh,,oval,PA,8/2/1965 1:42
San Clemente,,fireball,CA,8/3/1965 21:00
San Antonio,,egg,TX,8/6/1965 1:00
South Yarmouth,,light,MA,8/7/1965 13:00
Tularosa,,disk,NM,8/8/1965 12:30
Minneapolis,,various,MN,8/8/1965 23:10
Hollis,,sphere,NH,8/10/1965 18:00
Culver City,,oval,CA,8/11/1965 21:00
Virginia Beach,,disk,VA,8/12/1965 1:00
Dillon,,oval,MT,8/12/1965 21:00
Fort Ord,,triangle,CA,8/12/1965 21:30
Tahlequah,,oval,OK,8/15/1965 0:00
Sullivan,,light,IL,8/15/1965 20:00
Oneonta,,oval,NY,8/15/1965 20:45
Beaverton,,cigar,OR,8/15/1965 21:00
Aurora,RED,sphere,OH,8/15/1965 22:00
Roseville,,disk,MI,8/15/1965 22:00
West Lafayette,RED,disk,IN,8/15/1965 22:00
Vernon,,light,TX,8/15/1965 23:00
Lowell,RED,fireball,IN,8/15/1965 23:59
Lowell,,sphere,IN,8/15/1965 23:59
Charleston,,sphere,SC,8/20/1965 19:00
New York City,,cylinder,NY,8/20/1965 20:30
New York City,,cylinder,NY,8/20/1965 20:30
Rutland,RED,cigar,MA,8/20/1965 22:00
Jefferson City,,sphere,MO,9/1/1965 13:00
Spotswood,,cylinder,NJ,9/5/1965 8:25
New Kensington,,cigar,PA,9/10/1965 0:00
Indianapolis,,egg,IN,9/15/1965 15:00
Titusville,,triangle,PA,9/15/1965 20:00
Terrebonne,RED,light,OR,9/15/1965 21:30
Great Bend,,various,KS,9/15/1965 22:00
Kennewick,,oval,WA,9/23/1965 14:00
Waterville,BLUE,circle,ME,9/27/1965 5:00
Desert,,disk,NM,10/1/1965 2:00
Biloxi,,other,MS,10/1/1965 6:40
Colonial Heights,BLUE,sphere,VA,10/1/1965 14:00
Dushore,,disk,PA,10/1/1965 21:00
Pittsburgh,,disk,PA,10/2/1965 22:00
Studio City,,,CA,10/7/1965 0:00
Reseda,,disk,CA,10/7/1965 10:00
Norwalk,RED ORANGE,disk,CT,10/10/1965 23:45
Pittsburgh,,circle,PA,10/12/1965 12:00
Pittsburgh,BLUE,disk,PA,10/12/1965 13:00
Ponca City,,,OK,10/14/1965 21:00
New Rochelle,,sphere,NY,10/15/1965 15:00
Tabor,,oval,IA,10/15/1965 21:00
Beverly,,cylinder,MA,10/16/1965 15:00
La Jolla,,,CA,10/17/1965 19:15
La Jolla,,disk,CA,10/17/1965 19:15
La Jolla,,disk,CA,10/17/1965 19:15
Joppatown,,fireball,MD,10/20/1965 15:00
Danvers,,egg,MA,10/24/1965 18:15
Billerica,,cigar,MA,11/1/1965 19:00
B-52; inflight,,light,NH,11/2/1965 0:30
Jacksonville,,light,FL,11/5/1965 21:00
Old Saybrook,RED,light,CT,11/9/1965 17:45
Middletown,,sphere,NY,11/9/1965 18:00
Syosset,BLUE,disk,NY,11/15/1965 16:30
Colmar Manor,,,MD,11/15/1965 21:00
New York City,RED,oval,NY,11/15/1965 21:00
Cherokee,RED GREEN,other,OK,11/23/1965 20:00
Poughkeepsie,,triangle,NY,12/1/1965 17:00
Grand Island,,fireball,NY,12/9/1965 0:00
Newtown Square,BLUE,fireball,PA,12/9/1965 0:00
Pittsburgh,,,PA,12/9/1965 0:00
Fairmont,,other,WA,12/9/1965 16:00
Mantua,,cigar,NJ,12/9/1965 16:30
Enfield,,circle,CT,12/9/1965 16:48
Enfield,,circle,CT,12/9/1965 16:48
Enfield,,fireball,CT,12/9/1965 16:48
Enfield,,fireball,CT,12/9/1965 17:00
Middletown,,fireball,CT,12/9/1965 17:00
San Marcos,,light,TX,12/10/1965 21:00
Spartanburg,,oval,SC,12/12/1965 23:00
Houston,,formation,TX,12/22/1965 9:00
Davidsville,,light,PA,12/24/1965 1:00
Bellmar,,triangle,NJ,12/24/1965 23:59
Flagstaff,,disk,AZ,1/1/1966 17:00
Leavenworth,,triangle,WA,1/12/1966 0:00
Fort Smith,,circle,AR,1/15/1966 22:00
Ft. Smith,,,AR,1/15/1966 22:00
Randolph,,oval,OH,2/1/1966 1:00
Kent,,disk,OH,2/10/1966 18:15
Bakersfield,,disk,CA,2/13/1966 17:00
Gibralter,,disk,MI,3/8/1966 11:00
